timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1742381629274,21033,01_OpenURL,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to petstore.octoperf.com:443 [petstore.octoperf.com/78.46.109.21] failed: Connection timed out: connect,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-46,text,false,,2769,0,61,100,https://petstore.octoperf.com/actions/Catalog.action,0,0,21033
1742381629274,21033,01_OpenURL,,"Number of samples in transaction : 1, number of failing samples : 1",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-46,,false,,2769,0,61,100,null,0,0,21033
1742381650218,148,02_Search,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-54,text,true,,3442,924,61,100,https://petstore.octoperf.com/actions/Catalog.action,148,0,0
1742381650160,148,02_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-54,,true,,3442,924,61,100,null,148,58,0
1742381646533,146,03_02_Click on signin,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 3 - Add to Cart - jp@gc - Ultimate Thread Group 3-2,,true,,4095,612,8,100,null,0,4078,0
1742381650610,146,03_02_Click on signin,200,,Scenario 3 - Add to Cart - jp@gc - Ultimate Thread Group 3-2,text,true,,4095,612,8,100,https://petstore.octoperf.com/actions/Account.action?signonForm=,146,0,0
1742381629493,21306,01_OpenURL,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to petstore.octoperf.com:443 [petstore.octoperf.com/78.46.109.21] failed: Connection timed out: connect,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-42,text,false,,2769,0,61,100,https://petstore.octoperf.com/actions/Catalog.action,0,0,21306
1742381629493,21306,01_OpenURL,,"Number of samples in transaction : 1, number of failing samples : 1",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-42,,false,,2769,0,61,100,null,0,0,21306
1742381650651,147,02_03_Click on Product id,200,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-28,text,true,,4106,663,30,100,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=FL-DSH-01,147,0,0
1742381645552,147,02_03_Click on Product id,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-28,,true,,4106,663,30,100,null,147,5101,0
1742381647243,3594,01_OpenURL,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-50,text,true,,4986,578,61,100,https://petstore.octoperf.com/actions/Catalog.action,3593,0,3450
1742381647242,3594,01_OpenURL,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-50,,true,,4986,578,61,100,null,3593,1,3450
1742381650299,644,02_Search,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-44,text,true,,4081,923,61,100,https://petstore.octoperf.com/actions/Catalog.action,644,0,500
1742381650290,644,02_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-44,,true,,4081,923,61,100,null,644,9,500
1742381629682,21276,02_01_Open Url,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Number of samples in transaction : 1, number of failing samples : 1",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-21,,false,,2769,0,30,100,null,0,1,21276
1742381629683,21276,02_01_Open Url,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to petstore.octoperf.com:443 [petstore.octoperf.com/78.46.109.21] failed: Connection timed out: connect,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-21,text,false,,2769,0,30,100,https://petstore.octoperf.com/actions/Catalog.action,0,0,21276
1742381650402,578,02_Search,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-46,text,true,,3441,923,61,100,https://petstore.octoperf.com/actions/Catalog.action,578,0,434
1742381650307,578,02_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-46,,true,,3441,923,61,100,null,578,96,434
1742381650866,144,02_Search,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-50,text,true,,3445,927,61,100,https://petstore.octoperf.com/actions/Catalog.action,144,0,0
1742381650836,144,02_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-50,,true,,3445,927,61,100,null,144,30,0
1742381629984,21038,01_OpenURL,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to petstore.octoperf.com:443 [petstore.octoperf.com/78.46.109.21] failed: Connection timed out: connect,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-41,text,false,,2769,0,61,100,https://petstore.octoperf.com/actions/Catalog.action,0,0,21038
1742381629984,21038,01_OpenURL,,"Number of samples in transaction : 1, number of failing samples : 1",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-41,,false,,2769,0,61,100,null,0,0,21038
1742381649667,1586,01_OpenURL,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-6,text,true,,4986,578,61,100,https://petstore.octoperf.com/actions/Catalog.action,1586,0,1441
1742381649667,1586,01_OpenURL,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-6,,true,,4986,578,61,100,null,1586,1,1441
1742381651338,147,02_Search,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-6,text,true,,4081,923,61,100,https://petstore.octoperf.com/actions/Catalog.action,147,0,0
1742381651253,147,02_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-6,,true,,4081,923,61,100,null,147,85,0
1742381647880,3609,01_OpenURL,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-60,text,true,,4986,578,61,100,https://petstore.octoperf.com/actions/Catalog.action,3609,0,3466
1742381647880,3609,01_OpenURL,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-60,,true,,4986,578,61,100,null,3609,0,3466
1742381635887,15625,01_OpenURL,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-29,text,true,,5664,525,61,100,https://petstore.octoperf.com/actions/Catalog.action,15624,0,15479
1742381635887,15625,01_OpenURL,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-29,,true,,5664,525,61,100,null,15624,0,15479
1742381651011,581,01_OpenURL,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-50,text,true,,4990,578,61,100,https://petstore.octoperf.com/actions/Catalog.action,581,0,437
1742381651010,581,01_OpenURL,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-50,,true,,4990,578,61,100,null,581,1,437
1742381651526,144,02_Search,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-60,text,true,,3441,923,61,100,https://petstore.octoperf.com/actions/Catalog.action,144,0,0
1742381651488,144,02_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-60,,true,,3441,923,61,100,null,144,38,0
1742381630682,21036,02_01_Open Url,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Number of samples in transaction : 1, number of failing samples : 1",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-20,,false,,2769,0,30,100,null,0,0,21036
1742381630682,21036,02_01_Open Url,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to petstore.octoperf.com:443 [petstore.octoperf.com/78.46.109.21] failed: Connection timed out: connect,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-20,text,false,,2769,0,30,100,https://petstore.octoperf.com/actions/Catalog.action,0,0,21036
1742381651584,146,02_Search,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-29,text,true,,3441,923,61,100,https://petstore.octoperf.com/actions/Catalog.action,146,0,0
1742381651511,146,02_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-29,,true,,3441,923,61,100,null,146,73,0
1742381651599,148,02_03_Click on Product id,200,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-27,text,true,,4119,662,30,100,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=FI-FW-02,148,0,0
1742381646550,148,02_03_Click on Product id,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-27,,true,,4119,662,30,100,null,148,5050,0
1742381651608,145,02_Search,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-50,text,true,,3445,927,61,100,https://petstore.octoperf.com/actions/Catalog.action,145,0,0
1742381651592,145,02_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-50,,true,,3445,927,61,100,null,145,16,0
1742381651756,0,02_02_Click on Category,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 81: https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=NOT FOUND,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-25,text,false,,1240,0,30,100,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=NOT FOUND,0,0,0
1742381646709,0,02_02_Click on Category,,"Number of samples in transaction : 1, number of failing samples : 1",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-25,,false,,1240,0,30,100,null,0,5048,0
1742381651670,149,02_04_Click on item id,200,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-15,text,true,,3827,656,30,100,https://petstore.octoperf.com/actions/Catalog.action?viewItem=&itemId=EST-18,148,0,0
1742381646623,149,02_04_Click on item id,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-15,,true,,3827,656,30,100,null,148,5048,0
1742381636276,15607,01_OpenURL,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-35,text,true,,4986,578,61,100,https://petstore.octoperf.com/actions/Catalog.action,15607,0,15464
1742381636276,15607,01_OpenURL,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-35,,true,,4986,578,61,100,null,15607,1,15464
1742381651962,144,02_Search,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-35,text,true,,3442,924,61,100,https://petstore.octoperf.com/actions/Catalog.action,144,0,0
1742381651883,144,02_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-35,,true,,3442,924,61,100,null,144,79,0
1742381651671,580,01_OpenURL,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-60,text,true,,4986,578,61,100,https://petstore.octoperf.com/actions/Catalog.action,580,0,436
1742381651670,580,01_OpenURL,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-60,,true,,4986,578,61,100,null,580,1,436
1742381648674,3613,01_OpenURL,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-3,text,true,,5664,525,61,100,https://petstore.octoperf.com/actions/Catalog.action,3613,0,3467
1742381648673,3613,01_OpenURL,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-3,,true,,5664,525,61,100,null,3613,1,3467
1742381651819,584,02_01_Open Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-15,,true,,4973,578,30,100,null,0,1,439
1742381651819,584,02_01_Open Url,200,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-15,text,true,,4973,578,30,100,https://petstore.octoperf.com/actions/Catalog.action,584,0,439
1742381652288,145,02_Search,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-60,text,true,,4081,923,61,100,https://petstore.octoperf.com/actions/Catalog.action,145,0,0
1742381652251,145,02_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-60,,true,,4081,923,61,100,null,145,37,0
1742381648206,145,03_05_Click on Product id,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 3 - Add to Cart - jp@gc - Ultimate Thread Group 3-6,,true,,4039,662,8,100,null,0,4090,0
1742381652295,145,03_05_Click on Product id,200,,Scenario 3 - Add to Cart - jp@gc - Ultimate Thread Group 3-6,text,true,,4039,662,8,100,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=K9-RT-01,145,0,0
1742381631461,21035,01_OpenURL,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to petstore.octoperf.com:443 [petstore.octoperf.com/78.46.109.21] failed: Connection timed out: connect,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-38,text,false,,2769,0,61,100,https://petstore.octoperf.com/actions/Catalog.action,0,0,21035
1742381631460,21035,01_OpenURL,,"Number of samples in transaction : 1, number of failing samples : 1",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-38,,false,,2769,0,61,100,null,0,2,21035
1742381652365,145,02_Search,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-3,text,true,,3441,923,61,100,https://petstore.octoperf.com/actions/Catalog.action,145,0,0
1742381652286,145,02_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-3,,true,,3441,923,61,100,null,145,79,0
1742381652521,149,02_03_Click on Product id,200,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-16,text,true,,4106,662,30,100,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=FI-SW-01,149,0,0
1742381647442,149,02_03_Click on Product id,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-16,,true,,4106,662,30,100,null,149,5080,0
1742381648547,148,03_05_Click on Product id,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 3 - Add to Cart - jp@gc - Ultimate Thread Group 3-7,,true,,4033,662,8,100,null,0,4003,0
1742381652549,148,03_05_Click on Product id,200,,Scenario 3 - Add to Cart - jp@gc - Ultimate Thread Group 3-7,text,true,,4033,662,8,100,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=AV-CB-01,147,0,0
1742381652820,0,02_02_Click on Category,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 81: https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=NOT FOUND,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-24,text,false,,1240,0,30,100,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=NOT FOUND,0,0,0
1742381647738,0,02_02_Click on Category,,"Number of samples in transaction : 1, number of failing samples : 1",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-24,,false,,1240,0,30,100,null,0,5084,0
1742381652745,147,02_04_Click on item id,200,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-14,text,true,,3821,656,30,100,https://petstore.octoperf.com/actions/Catalog.action?viewItem=&itemId=EST-16,147,0,0
1742381647662,147,02_04_Click on item id,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-14,,true,,3821,656,30,100,null,147,5085,0
1742381652756,147,02_04_Click on item id,200,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-17,text,true,,3802,656,30,100,https://petstore.octoperf.com/actions/Catalog.action?viewItem=&itemId=EST-13,147,0,0
1742381647690,147,02_04_Click on item id,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-17,,true,,3802,656,30,100,null,147,5067,0
1742381652433,578,01_OpenURL,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-60,text,true,,4986,578,61,100,https://petstore.octoperf.com/actions/Catalog.action,578,0,434
1742381652433,578,01_OpenURL,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-60,,true,,4986,578,61,100,null,578,1,434
1742381653072,145,02_Search,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-60,text,true,,3445,927,61,100,https://petstore.octoperf.com/actions/Catalog.action,145,0,0
1742381653012,145,02_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-60,,true,,3445,927,61,100,null,145,60,0
1742381649658,3604,01_OpenURL,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-1,text,true,,5664,525,61,100,https://petstore.octoperf.com/actions/Catalog.action,3604,0,3460
1742381649657,3604,01_OpenURL,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-1,,true,,5664,525,61,100,null,3604,1,3460
1742381649682,3598,02_01_Open Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-1,,true,,5664,525,30,100,null,0,1,3454
1742381649682,3598,02_01_Open Url,200,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-1,text,true,,5664,525,30,100,https://petstore.octoperf.com/actions/Catalog.action,3598,0,3454
1742381653287,146,02_02_Click on Category,200,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-3,text,true,,3662,630,30,100,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=CATS,146,0,0
1742381648261,146,02_02_Click on Category,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-3,,true,,3662,630,30,100,null,146,5027,0
1742381653309,142,02_Search,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-1,text,true,,3442,924,61,100,https://petstore.octoperf.com/actions/Catalog.action,142,0,0
1742381653261,142,02_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-1,,true,,3442,924,61,100,null,142,49,0
1742381653317,147,02_02_Click on Category,200,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-4,text,true,,4212,630,30,100,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=DOGS,147,0,0
1742381648269,147,02_02_Click on Category,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-4,,true,,4212,630,30,100,null,147,5049,0
1742381637854,15616,01_OpenURL,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-25,text,true,,5664,525,61,100,https://petstore.octoperf.com/actions/Catalog.action,15616,0,15473
1742381637854,15616,01_OpenURL,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-25,,true,,5664,525,61,100,null,15616,0,15473
1742381653180,290,03_07_Click on Sign Out,200,,Scenario 3 - Add to Cart - jp@gc - Ultimate Thread Group 3-8,text,true,,5278,1273,8,100,https://petstore.octoperf.com/actions/Catalog.action,146,0,0
1742381653180,146,03_07_Click on Sign Out-0,302,,Scenario 3 - Add to Cart - jp@gc - Ultimate Thread Group 3-8,,true,,230,641,8,100,https://petstore.octoperf.com/actions/Account.action?signoff=,146,0,0
1742381653326,144,03_07_Click on Sign Out-1,200,,Scenario 3 - Add to Cart - jp@gc - Ultimate Thread Group 3-8,text,true,,5048,632,8,100,https://petstore.octoperf.com/actions/Catalog.action,144,0,0
1742381647180,290,03_07_Click on Sign Out,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 3 - Add to Cart - jp@gc - Ultimate Thread Group 3-8,,true,,5278,1273,8,100,null,146,6001,0
1742381653517,144,02_Search,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-25,text,true,,4081,923,61,100,https://petstore.octoperf.com/actions/Catalog.action,144,0,0
1742381653469,144,02_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-25,,true,,4081,923,61,100,null,144,48,0
1742381632682,21034,02_01_Open Url,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Number of samples in transaction : 1, number of failing samples : 1",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-18,,false,,2769,0,30,100,null,0,1,21034
1742381632683,21034,02_01_Open Url,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to petstore.octoperf.com:443 [petstore.octoperf.com/78.46.109.21] failed: Connection timed out: connect,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-18,text,false,,2769,0,30,100,https://petstore.octoperf.com/actions/Catalog.action,0,0,21034
1742381653810,0,02_02_Click on Category,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 81: https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=NOT FOUND,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-23,text,false,,1240,0,30,100,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=NOT FOUND,0,0,0
1742381648738,0,02_02_Click on Category,,"Number of samples in transaction : 1, number of failing samples : 1",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-23,,false,,1240,0,30,100,null,0,5074,0
1742381654060,148,02_04_Click on item id,200,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-29,text,true,,3809,656,30,100,https://petstore.octoperf.com/actions/Catalog.action?viewItem=&itemId=EST-14,148,0,0
1742381648985,148,02_04_Click on item id,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-29,,true,,3809,656,30,100,null,148,5076,0
1742381638681,15615,02_01_Open Url,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-12,,true,,5664,525,30,100,null,0,2,15471
1742381638682,15615,02_01_Open Url,200,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-12,text,true,,5664,525,30,100,https://petstore.octoperf.com/actions/Catalog.action,15615,0,15471
1742381646818,7620,02_Search,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-56,text,true,,3445,927,61,100,https://petstore.octoperf.com/actions/Catalog.action,7620,0,7475
1742381646788,7620,02_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-56,,true,,3445,927,61,100,null,7620,30,7475
1742381647000,7593,02_Search,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-61,text,true,,3441,923,61,100,https://petstore.octoperf.com/actions/Catalog.action,7593,0,7450
1742381646962,7593,02_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-61,,true,,3441,923,61,100,null,7593,38,7450
1742381654508,145,02_03_Click on Product id,200,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-7,text,true,,4135,662,30,100,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=RP-SN-01,145,0,0
1742381649454,145,02_03_Click on Product id,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-7,,true,,4135,662,30,100,null,145,5055,0
1742381651093,3595,02_Search,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-41,text,true,,3957,871,61,100,https://petstore.octoperf.com/actions/Catalog.action,3595,0,3452
1742381651021,3595,02_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-41,,true,,3957,871,61,100,null,3595,72,3452
1742381654763,0,02_02_Click on Category,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 81: https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=NOT FOUND,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-22,text,false,,1240,0,30,100,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=NOT FOUND,0,0,0
1742381649704,0,02_02_Click on Category,,"Number of samples in transaction : 1, number of failing samples : 1",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-22,,false,,1240,0,30,100,null,0,5059,0
1742381654756,147,02_04_Click on item id,200,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-19,text,true,,3797,656,30,100,https://petstore.octoperf.com/actions/Catalog.action?viewItem=&itemId=EST-19,147,0,0
1742381649749,147,02_04_Click on item id,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-19,,true,,3797,656,30,100,null,147,5006,0
1742381634342,21045,01_OpenURL,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to petstore.octoperf.com:443 [petstore.octoperf.com/78.46.109.21] failed: Connection timed out: connect,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-48,text,false,,2769,0,61,100,https://petstore.octoperf.com/actions/Catalog.action,0,0,21045
1742381634342,21045,01_OpenURL,,"Number of samples in transaction : 1, number of failing samples : 1",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-48,,false,,2769,0,61,100,null,0,0,21045
1742381639821,15615,01_OpenURL,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-21,text,true,,5664,525,61,100,https://petstore.octoperf.com/actions/Catalog.action,15615,0,15472
1742381639820,15615,01_OpenURL,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-21,,true,,5664,525,61,100,null,15615,1,15472
1742381655447,144,02_Search,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-21,text,true,,3441,923,61,100,https://petstore.octoperf.com/actions/Catalog.action,144,0,0
1742381655436,144,02_Search,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-21,,true,,3441,923,61,100,null,144,11,0
1742381652107,3587,01_OpenURL,200,,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-35,text,true,,4987,578,61,100,https://petstore.octoperf.com/actions/Catalog.action,3587,0,3443
1742381652106,3587,01_OpenURL,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-35,,true,,4987,578,61,100,null,3587,1,3443
1742381634699,21051,03_01_Open URL,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Number of samples in transaction : 1, number of failing samples : 1",Scenario 3 - Add to Cart - jp@gc - Ultimate Thread Group 3-5,,false,,2769,0,8,100,null,0,1,21051
1742381634700,21051,03_01_Open URL,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to petstore.octoperf.com:443 [petstore.octoperf.com/78.46.109.21] failed: Connection timed out: connect,Scenario 3 - Add to Cart - jp@gc - Ultimate Thread Group 3-5,text,false,,2769,0,8,100,https://petstore.octoperf.com/actions/Catalog.action,0,0,21051
1742381634750,21049,01_OpenURL,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to petstore.octoperf.com:443 [petstore.octoperf.com/78.46.109.21] failed: Connection timed out: connect,Scenario 1 - Search - jp@gc - Ultimate Thread Group 1-39,text,false,,2769,0,61,100,https://petstore.octoperf.com/actions/Catalog.action,0,0,21048
